run,date,equity,n_pos,drawn,gross
BRIDGE_SPY_DISCLOSURE,2019-07-26,175357.07,12,33156.04,208513.11
BRIDGE_SPY_DISCLOSURE,2019-07-29,174972.2,12,33161.17,208133.37
BRIDGE_SPY_DISCLOSURE,2019-07-30,174456.16,12,33166.3,207622.46
BRIDGE_SPY_DISCLOSURE,2019-07-31,172162.05,12,33192.36,205354.41
BRIDGE_SPY_DISCLOSURE,2019-08-01,170369.07,12,33197.13,203566.2
BRIDGE_SPY_DISCLOSURE,2019-08-02,168831.55,12,33201.9,202033.45
BRIDGE_SPY_DISCLOSURE,2019-08-05,162751.01,12,33206.67,195957.68
BRIDGE_SPY_DISCLOSURE,2019-08-06,165378.73,11,16652.49,182031.22
BRIDGE_SPY_DISCLOSURE,2019-08-07,165678.16,12,32980.05,198658.22
BRIDGE_SPY_DISCLOSURE,2019-08-08,169571.12,12,32984.79,202555.91
BRIDGE_SPY_DISCLOSURE,2019-08-09,168169.77,12,33012.36,201182.13
BRIDGE_SPY_DISCLOSURE,2019-08-12,165715.97,12,33017.1,198733.07
BRIDGE_SPY_DISCLOSURE,2019-08-13,168516.98,11,16341.51,184858.49
BRIDGE_SPY_DISCLOSURE,2019-08-14,162798.43,12,32914.86,195713.29
BRIDGE_SPY_DISCLOSURE,2019-08-15,163325.56,10,67.96,163393.51
BRIDGE_SPY_DISCLOSURE,2019-08-16,165736.42,10,67.97,165804.39
BRIDGE_SPY_DISCLOSURE,2019-08-19,167728.45,12,33602.68,201331.14
BRIDGE_SPY_DISCLOSURE,2019-08-20,166180.92,12,33607.51,199788.43
BRIDGE_SPY_DISCLOSURE,2019-08-21,167801.46,12,33612.34,201413.8
BRIDGE_SPY_DISCLOSURE,2019-08-22,167734.63,12,33617.16,201351.8
BRIDGE_SPY_DISCLOSURE,2019-08-23,162557.59,12,33621.99,196179.58
BRIDGE_SPY_DISCLOSURE,2019-08-26,164674.46,11,17157.87,181832.33
BRIDGE_SPY_DISCLOSURE,2019-08-27,163958.55,11,17160.34,181118.89
BRIDGE_SPY_DISCLOSURE,2019-08-28,165231.45,11,17162.8,182394.25
BRIDGE_SPY_DISCLOSURE,2019-08-29,167558.7,11,17165.27,184723.96
BRIDGE_SPY_DISCLOSURE,2019-08-30,167474.17,11,17167.73,184641.9
BRIDGE_SPY_DISCLOSURE,2019-09-03,166392.11,11,17170.15,183562.26
BRIDGE_SPY_DISCLOSURE,2019-09-04,168473.2,11,17172.57,185645.77
BRIDGE_SPY_DISCLOSURE,2019-09-05,170905.46,12,34198.33,205103.79
BRIDGE_SPY_DISCLOSURE,2019-09-06,171059.03,12,34203.15,205262.18
BRIDGE_SPY_DISCLOSURE,2019-09-09,171157.53,12,34207.97,205365.5
BRIDGE_SPY_DISCLOSURE,2019-09-10,171104.5,12,34212.79,205317.28
BRIDGE_SPY_DISCLOSURE,2019-09-11,172451.13,11,17055.87,189507.0
BRIDGE_SPY_DISCLOSURE,2019-09-12,173105.15,11,17058.27,190163.42
BRIDGE_SPY_DISCLOSURE,2019-09-13,172976.5,11,17060.67,190037.18
BRIDGE_SPY_DISCLOSURE,2019-09-16,172362.51,10,0.0,172194.84
BRIDGE_SPY_DISCLOSURE,2019-09-17,172601.32,12,34464.01,207065.33
BRIDGE_SPY_DISCLOSURE,2019-09-18,172259.08,12,34468.86,206727.94
BRIDGE_SPY_DISCLOSURE,2019-09-19,172073.76,12,34473.72,206547.48
BRIDGE_SPY_DISCLOSURE,2019-09-20,170399.51,11,17399.61,187799.12
BRIDGE_SPY_DISCLOSURE,2019-09-23,170892.43,11,17352.71,188245.13
BRIDGE_SPY_DISCLOSURE,2019-09-24,169262.55,10,28.7,169291.25
BRIDGE_SPY_DISCLOSURE,2019-09-25,170079.35,10,28.71,170108.06
BRIDGE_SPY_DISCLOSURE,2019-09-26,169569.47,12,34056.09,203625.56
BRIDGE_SPY_DISCLOSURE,2019-09-27,167661.86,12,34060.89,201722.74
BRIDGE_SPY_DISCLOSURE,2019-09-30,168709.65,12,34065.69,202775.34
BRIDGE_SPY_DISCLOSURE,2019-10-01,166615.97,12,34070.19,200686.16
BRIDGE_SPY_DISCLOSURE,2019-10-02,163090.18,12,34074.69,197164.87
BRIDGE_SPY_DISCLOSURE,2019-10-03,165014.51,12,34079.19,199093.7
BRIDGE_SPY_DISCLOSURE,2019-10-04,167472.28,12,34083.7,201555.98
BRIDGE_SPY_DISCLOSURE,2019-10-07,166764.12,12,34088.2,200852.32
BRIDGE_SPY_DISCLOSURE,2019-10-08,163444.93,12,34092.7,197537.63
BRIDGE_SPY_DISCLOSURE,2019-10-09,165474.04,12,34097.21,199571.25
BRIDGE_SPY_DISCLOSURE,2019-10-10,166492.4,12,34101.72,200594.12
BRIDGE_SPY_DISCLOSURE,2019-10-11,169326.21,12,34106.22,203432.43
BRIDGE_SPY_DISCLOSURE,2019-10-14,169596.93,12,34110.73,203707.66
BRIDGE_SPY_DISCLOSURE,2019-10-15,171242.13,12,34115.24,205357.36
BRIDGE_SPY_DISCLOSURE,2019-10-16,170816.19,12,34119.74,204935.93
BRIDGE_SPY_DISCLOSURE,2019-10-17,171727.48,12,34195.96,205923.44
BRIDGE_SPY_DISCLOSURE,2019-10-18,170370.02,12,34200.47,204570.49
BRIDGE_SPY_DISCLOSURE,2019-10-21,172035.44,12,34387.48,206422.92
BRIDGE_SPY_DISCLOSURE,2019-10-22,171343.86,12,34392.03,205735.88
BRIDGE_SPY_DISCLOSURE,2019-10-23,171975.47,12,34396.57,206372.04
BRIDGE_SPY_DISCLOSURE,2019-10-24,173076.44,12,34401.12,207477.55
BRIDGE_SPY_DISCLOSURE,2019-10-25,174223.2,12,34405.66,208628.86
BRIDGE_SPY_DISCLOSURE,2019-10-28,175683.74,12,34563.67,210247.41
BRIDGE_SPY_DISCLOSURE,2019-10-29,175356.59,12,34568.24,209924.83
BRIDGE_SPY_DISCLOSURE,2019-10-30,176179.62,10,0.0,175021.04
BRIDGE_SPY_DISCLOSURE,2019-10-31,175458.38,11,16637.03,192095.4
BRIDGE_SPY_DISCLOSURE,2019-11-01,178162.93,8,0.0,140643.13
BRIDGE_SPY_DISCLOSURE,2019-11-04,179242.78,13,52249.62,231492.4
BRIDGE_SPY_DISCLOSURE,2019-11-05,179661.69,13,52255.94,231917.63
BRIDGE_SPY_DISCLOSURE,2019-11-06,178487.28,13,52262.27,230749.55
BRIDGE_SPY_DISCLOSURE,2019-11-07,179813.6,11,15802.5,195616.1
BRIDGE_SPY_DISCLOSURE,2019-11-08,180608.51,12,33771.87,214380.38
BRIDGE_SPY_DISCLOSURE,2019-11-11,180182.07,12,33775.96,213958.03
BRIDGE_SPY_DISCLOSURE,2019-11-12,180364.19,12,33780.05,214144.24
BRIDGE_SPY_DISCLOSURE,2019-11-13,180219.98,12,33784.14,214004.12
BRIDGE_SPY_DISCLOSURE,2019-11-14,180352.36,13,51855.43,232207.79
BRIDGE_SPY_DISCLOSURE,2019-11-15,182224.45,13,51861.7,234086.15
BRIDGE_SPY_DISCLOSURE,2019-11-18,182543.68,13,51867.98,234411.66
BRIDGE_SPY_DISCLOSURE,2019-11-19,182328.31,12,34140.65,216468.96
BRIDGE_SPY_DISCLOSURE,2019-11-20,181197.89,12,34144.78,215342.67
BRIDGE_SPY_DISCLOSURE,2019-11-21,180955.3,12,34307.78,215263.08
BRIDGE_SPY_DISCLOSURE,2019-11-22,181636.55,12,34311.93,215948.48
BRIDGE_SPY_DISCLOSURE,2019-11-25,183183.5,12,34316.08,217499.58
BRIDGE_SPY_DISCLOSURE,2019-11-26,183651.4,12,34320.23,217971.63
BRIDGE_SPY_DISCLOSURE,2019-11-27,184574.43,12,34324.39,218898.82
BRIDGE_SPY_DISCLOSURE,2019-11-29,183861.55,12,34328.54,218190.09
BRIDGE_SPY_DISCLOSURE,2019-12-02,182238.22,12,34332.7,216570.92
BRIDGE_SPY_DISCLOSURE,2019-12-03,180690.84,12,34336.85,215027.69
BRIDGE_SPY_DISCLOSURE,2019-12-04,181916.86,12,34341.01,216257.87
BRIDGE_SPY_DISCLOSURE,2019-12-05,182169.15,13,52582.74,234751.89
BRIDGE_SPY_DISCLOSURE,2019-12-06,184312.01,13,52968.78,237280.79
BRIDGE_SPY_DISCLOSURE,2019-12-09,183589.81,13,52975.2,236565.01
BRIDGE_SPY_DISCLOSURE,2019-12-10,183446.81,13,52981.61,236428.42
BRIDGE_SPY_DISCLOSURE,2019-12-11,184068.36,13,52988.02,237056.38
BRIDGE_SPY_DISCLOSURE,2019-12-12,186328.57,13,52994.43,239323.0
BRIDGE_SPY_DISCLOSURE,2019-12-13,186342.9,13,53000.85,239343.75
BRIDGE_SPY_DISCLOSURE,2019-12-16,188064.33,12,34408.51,222472.84
BRIDGE_SPY_DISCLOSURE,2019-12-17,188179.6,13,53249.93,241429.54
BRIDGE_SPY_DISCLOSURE,2019-12-18,187910.92,13,53452.36,241363.28
BRIDGE_SPY_DISCLOSURE,2019-12-19,188853.11,13,53458.83,242311.94
BRIDGE_SPY_DISCLOSURE,2019-12-20,188759.34,13,53465.3,242224.65
BRIDGE_SPY_DISCLOSURE,2019-12-23,188906.28,13,53471.77,242378.05
BRIDGE_SPY_DISCLOSURE,2019-12-24,188978.83,13,53478.25,242457.08
BRIDGE_SPY_DISCLOSURE,2019-12-26,190151.47,13,53810.04,243961.51
BRIDGE_SPY_DISCLOSURE,2019-12-27,190079.98,13,54004.37,244084.35
BRIDGE_SPY_DISCLOSURE,2019-12-30,188881.43,12,35141.35,224022.78
BRIDGE_SPY_DISCLOSURE,2019-12-31,189293.83,12,35145.6,224439.43
BRIDGE_SPY_DISCLOSURE,2020-01-02,191286.3,13,54687.95,245974.25
BRIDGE_SPY_DISCLOSURE,2020-01-03,189376.68,13,54909.25,244285.94
BRIDGE_SPY_DISCLOSURE,2020-01-06,190198.5,13,54915.9,245114.4
BRIDGE_SPY_DISCLOSURE,2020-01-07,189388.69,13,54922.55,244311.24
BRIDGE_SPY_DISCLOSURE,2020-01-08,190530.88,13,54929.19,245460.08
BRIDGE_SPY_DISCLOSURE,2020-01-09,192250.49,13,54935.84,247186.33
BRIDGE_SPY_DISCLOSURE,2020-01-10,191436.12,13,54942.49,246378.61
BRIDGE_SPY_DISCLOSURE,2020-01-13,192928.8,13,54949.14,247877.94
BRIDGE_SPY_DISCLOSURE,2020-01-14,192615.76,13,54955.79,247571.55
BRIDGE_SPY_DISCLOSURE,2020-01-15,192994.13,13,54962.44,247956.58
BRIDGE_SPY_DISCLOSURE,2020-01-16,194999.19,13,54969.09,249968.28
BRIDGE_SPY_DISCLOSURE,2020-01-17,195575.4,13,54975.75,250551.15
BRIDGE_SPY_DISCLOSURE,2020-01-21,195206.43,13,54982.4,250188.83
BRIDGE_SPY_DISCLOSURE,2020-01-22,195304.42,13,54989.06,250293.48
BRIDGE_SPY_DISCLOSURE,2020-01-23,195501.94,13,55042.62,250544.56
BRIDGE_SPY_DISCLOSURE,2020-01-24,193205.63,13,55049.28,248254.91
BRIDGE_SPY_DISCLOSURE,2020-01-27,189718.28,13,55055.94,244774.23
BRIDGE_SPY_DISCLOSURE,2020-01-28,192090.9,12,35993.26,228084.16
BRIDGE_SPY_DISCLOSURE,2020-01-29,191690.63,13,55304.43,246995.06
BRIDGE_SPY_DISCLOSURE,2020-01-30,192532.63,13,55311.12,247843.75
BRIDGE_SPY_DISCLOSURE,2020-01-31,188029.63,13,55317.82,243347.44
BRIDGE_SPY_DISCLOSURE,2020-02-03,189669.96,13,55324.58,244994.54
BRIDGE_SPY_DISCLOSURE,2020-02-04,193285.93,13,55331.34,248617.27
BRIDGE_SPY_DISCLOSURE,2020-02-05,196181.57,13,55338.1,251519.67
BRIDGE_SPY_DISCLOSURE,2020-02-06,196887.11,13,55344.87,252231.98
BRIDGE_SPY_DISCLOSURE,2020-02-07,195650.08,13,55351.63,251001.71
BRIDGE_SPY_DISCLOSURE,2020-02-10,197188.45,13,55500.62,252689.07
BRIDGE_SPY_DISCLOSURE,2020-02-11,197612.13,13,55507.4,253119.53
BRIDGE_SPY_DISCLOSURE,2020-02-12,199192.09,13,55514.19,254706.28
BRIDGE_SPY_DISCLOSURE,2020-02-13,199170.68,13,55520.97,254691.66
BRIDGE_SPY_DISCLOSURE,2020-02-14,199611.24,13,55527.76,255139.0
BRIDGE_SPY_DISCLOSURE,2020-02-18,199233.39,12,35910.78,235144.17
BRIDGE_SPY_DISCLOSURE,2020-02-19,199955.06,12,36034.48,235989.54
BRIDGE_SPY_DISCLOSURE,2020-02-20,198897.08,12,38656.17,237553.25
BRIDGE_SPY_DISCLOSURE,2020-02-21,196445.97,12,38660.89,235106.86
BRIDGE_SPY_DISCLOSURE,2020-02-24,188678.99,11,19672.87,208351.85
BRIDGE_SPY_DISCLOSURE,2020-02-25,182363.07,11,19675.27,202038.34
BRIDGE_SPY_DISCLOSURE,2020-02-26,181617.53,11,19677.68,201295.2
BRIDGE_SPY_DISCLOSURE,2020-02-27,172574.62,11,19680.08,192254.7
BRIDGE_SPY_DISCLOSURE,2020-02-28,171764.44,11,19682.49,191446.93
BRIDGE_SPY_DISCLOSURE,2020-03-02,180053.68,11,19684.15,199737.83
BRIDGE_SPY_DISCLOSURE,2020-03-03,174333.03,11,19685.81,194018.84
BRIDGE_SPY_DISCLOSURE,2020-03-04,182486.57,11,19687.48,202174.04
BRIDGE_SPY_DISCLOSURE,2020-03-05,175764.29,11,19689.14,195453.44
BRIDGE_SPY_DISCLOSURE,2020-03-06,172531.57,11,19690.81,192222.37
BRIDGE_SPY_DISCLOSURE,2020-03-09,157518.4,11,19692.47,177210.87
BRIDGE_SPY_DISCLOSURE,2020-03-10,166686.49,11,19694.13,186380.63
BRIDGE_SPY_DISCLOSURE,2020-03-11,157599.06,11,19695.8,177294.86
BRIDGE_SPY_DISCLOSURE,2020-03-12,140634.33,11,19697.46,160331.79
BRIDGE_SPY_DISCLOSURE,2020-03-13,154338.83,11,19699.13,174037.96
BRIDGE_SPY_DISCLOSURE,2020-03-16,135293.29,11,19700.79,154994.08
BRIDGE_SPY_DISCLOSURE,2020-03-17,143195.96,10,5242.95,148438.92
BRIDGE_SPY_DISCLOSURE,2020-03-18,135679.62,10,5243.4,140923.02
BRIDGE_SPY_DISCLOSURE,2020-03-19,135978.64,10,5243.84,141222.48
BRIDGE_SPY_DISCLOSURE,2020-03-20,129102.33,10,5244.28,134346.61
BRIDGE_SPY_DISCLOSURE,2020-03-23,125666.88,10,5244.73,130911.61
BRIDGE_SPY_DISCLOSURE,2020-03-24,137527.46,10,5245.17,142772.63
BRIDGE_SPY_DISCLOSURE,2020-03-25,139664.35,10,5245.61,144909.96
BRIDGE_SPY_DISCLOSURE,2020-03-26,148125.17,10,5246.06,153371.23
BRIDGE_SPY_DISCLOSURE,2020-03-27,143556.46,10,5246.5,148802.96
BRIDGE_SPY_DISCLOSURE,2020-03-30,148388.5,10,5246.94,153635.45
BRIDGE_SPY_DISCLOSURE,2020-03-31,146098.06,10,5247.39,151345.45
BRIDGE_SPY_DISCLOSURE,2020-04-01,139286.46,10,5247.71,144534.17
BRIDGE_SPY_DISCLOSURE,2020-04-02,142621.32,10,5248.03,147869.35
BRIDGE_SPY_DISCLOSURE,2020-04-03,140483.66,10,5248.36,145732.02
BRIDGE_SPY_DISCLOSURE,2020-04-06,150271.61,10,5248.68,155520.29
BRIDGE_SPY_DISCLOSURE,2020-04-07,150429.83,10,5249.0,155678.84
BRIDGE_SPY_DISCLOSURE,2020-04-08,155301.32,9,0.0,145250.53
BRIDGE_SPY_DISCLOSURE,2020-04-09,157156.8,12,37104.04,194260.84
BRIDGE_SPY_DISCLOSURE,2020-04-13,154921.92,12,37106.32,192028.24
BRIDGE_SPY_DISCLOSURE,2020-04-14,159943.57,8,0.0,133104.03
BRIDGE_SPY_DISCLOSURE,2020-04-15,157414.54,7,0.0,113609.27
BRIDGE_SPY_DISCLOSURE,2020-04-16,155580.29,7,0.0,111775.02
BRIDGE_SPY_DISCLOSURE,2020-04-17,159137.82,8,0.0,131289.51
BRIDGE_SPY_DISCLOSURE,2020-04-20,156050.11,8,0.0,128201.8
BRIDGE_SPY_DISCLOSURE,2020-04-21,152650.83,7,0.0,108550.65
BRIDGE_SPY_DISCLOSURE,2020-04-22,153317.21,5,0.0,76409.74
BRIDGE_SPY_DISCLOSURE,2020-04-23,153775.65,9,0.0,138392.03
BRIDGE_SPY_DISCLOSURE,2020-04-24,155512.33,12,31122.64,186634.97
BRIDGE_SPY_DISCLOSURE,2020-04-27,160622.71,12,31124.56,191747.27
BRIDGE_SPY_DISCLOSURE,2020-04-28,165676.56,12,31126.47,196803.03
BRIDGE_SPY_DISCLOSURE,2020-04-29,180737.21,11,16655.55,197392.77
BRIDGE_SPY_DISCLOSURE,2020-04-30,174520.88,12,34442.29,208963.17
BRIDGE_SPY_DISCLOSURE,2020-05-01,163860.36,10,0.0,162892.39
BRIDGE_SPY_DISCLOSURE,2020-05-04,162656.7,7,0.0,111715.94
BRIDGE_SPY_DISCLOSURE,2020-05-05,162685.36,7,0.0,111744.61
BRIDGE_SPY_DISCLOSURE,2020-05-06,159603.71,6,0.0,91635.19
BRIDGE_SPY_DISCLOSURE,2020-05-07,161978.33,6,0.0,94009.81
BRIDGE_SPY_DISCLOSURE,2020-05-08,166523.5,7,0.0,114927.76
BRIDGE_SPY_DISCLOSURE,2020-05-11,165504.8,12,31145.53,196650.34
BRIDGE_SPY_DISCLOSURE,2020-05-12,160611.14,12,31147.45,191758.59
BRIDGE_SPY_DISCLOSURE,2020-05-13,153724.16,12,31149.37,184873.53
BRIDGE_SPY_DISCLOSURE,2020-05-14,158715.31,12,31151.28,189866.59
BRIDGE_SPY_DISCLOSURE,2020-05-15,156886.61,12,31153.2,188039.81
BRIDGE_SPY_DISCLOSURE,2020-05-18,167214.55,12,31155.11,198369.66
BRIDGE_SPY_DISCLOSURE,2020-05-19,164384.9,13,47868.7,212253.6
BRIDGE_SPY_DISCLOSURE,2020-05-20,170264.84,13,47840.77,218105.61
BRIDGE_SPY_DISCLOSURE,2020-05-21,167559.83,13,47843.71,215403.54
BRIDGE_SPY_DISCLOSURE,2020-05-22,167130.38,13,47433.75,214564.14
BRIDGE_SPY_DISCLOSURE,2020-05-26,173586.38,13,47436.67,221023.04
BRIDGE_SPY_DISCLOSURE,2020-05-27,179501.37,13,46955.79,226457.16
BRIDGE_SPY_DISCLOSURE,2020-05-28,174953.84,13,46958.68,221912.52
BRIDGE_SPY_DISCLOSURE,2020-05-29,173538.77,12,33813.58,207352.35
BRIDGE_SPY_DISCLOSURE,2020-06-01,174871.29,11,15575.87,190447.16
BRIDGE_SPY_DISCLOSURE,2020-06-02,177645.96,13,50737.15,228383.1
BRIDGE_SPY_DISCLOSURE,2020-06-03,182461.23,13,50740.33,233201.56
BRIDGE_SPY_DISCLOSURE,2020-06-04,183106.85,13,50743.51,233850.36
BRIDGE_SPY_DISCLOSURE,2020-06-05,195845.03,13,50746.69,246591.72
BRIDGE_SPY_DISCLOSURE,2020-06-08,203150.71,13,50749.87,253900.58
BRIDGE_SPY_DISCLOSURE,2020-06-09,199623.82,13,50753.05,250376.88
BRIDGE_SPY_DISCLOSURE,2020-06-10,194292.76,13,54787.99,249080.75
BRIDGE_SPY_DISCLOSURE,2020-06-11,178689.86,9,0.0,159935.3
BRIDGE_SPY_DISCLOSURE,2020-06-12,181582.9,6,0.0,109238.1
BRIDGE_SPY_DISCLOSURE,2020-06-15,182797.2,6,0.0,110452.4
BRIDGE_SPY_DISCLOSURE,2020-06-16,184331.22,7,0.0,130532.85
BRIDGE_SPY_DISCLOSURE,2020-06-17,184068.31,7,0.0,130269.95
BRIDGE_SPY_DISCLOSURE,2020-06-18,184587.29,7,0.0,130788.92
BRIDGE_SPY_DISCLOSURE,2020-06-19,181399.88,11,20444.15,201844.03
BRIDGE_SPY_DISCLOSURE,2020-06-22,182744.32,11,20445.44,203189.75
BRIDGE_SPY_DISCLOSURE,2020-06-23,182796.96,12,38902.08,221699.03
BRIDGE_SPY_DISCLOSURE,2020-06-24,175486.56,11,19360.65,194847.21
BRIDGE_SPY_DISCLOSURE,2020-06-25,177768.59,10,673.98,178442.57
BRIDGE_SPY_DISCLOSURE,2020-06-26,172745.74,11,18354.26,191100.0
BRIDGE_SPY_DISCLOSURE,2020-06-29,176259.15,12,35715.24,211974.39
BRIDGE_SPY_DISCLOSURE,2020-06-30,180238.91,12,35717.48,215956.39
BRIDGE_SPY_DISCLOSURE,2020-07-01,180161.21,12,35719.74,215880.94
BRIDGE_SPY_DISCLOSURE,2020-07-02,181643.22,12,35721.99,217365.21
BRIDGE_SPY_DISCLOSURE,2020-07-06,184387.15,12,35724.24,220111.39
BRIDGE_SPY_DISCLOSURE,2020-07-07,180952.72,12,35726.5,216679.22
BRIDGE_SPY_DISCLOSURE,2020-07-08,182723.74,12,35728.75,218452.49
BRIDGE_SPY_DISCLOSURE,2020-07-09,181408.14,12,35731.01,217139.14
BRIDGE_SPY_DISCLOSURE,2020-07-10,183009.67,12,35733.26,218742.93
BRIDGE_SPY_DISCLOSURE,2020-07-13,179848.67,12,35735.51,215584.18
BRIDGE_SPY_DISCLOSURE,2020-07-14,183272.23,10,0.0,181199.51
BRIDGE_SPY_DISCLOSURE,2020-07-15,186725.16,13,53884.81,240609.96
BRIDGE_SPY_DISCLOSURE,2020-07-16,186568.3,13,53888.21,240456.51
BRIDGE_SPY_DISCLOSURE,2020-07-17,186329.85,13,53891.61,240221.45
BRIDGE_SPY_DISCLOSURE,2020-07-20,188866.27,12,34744.06,223610.33
BRIDGE_SPY_DISCLOSURE,2020-07-21,191324.93,12,34746.26,226071.19
BRIDGE_SPY_DISCLOSURE,2020-07-22,193510.78,12,34748.45,228259.23
BRIDGE_SPY_DISCLOSURE,2020-07-23,191395.11,12,34750.64,226145.75
BRIDGE_SPY_DISCLOSURE,2020-07-24,193396.31,11,16251.48,209647.79
BRIDGE_SPY_DISCLOSURE,2020-07-27,194359.36,11,16252.5,210611.86
BRIDGE_SPY_DISCLOSURE,2020-07-28,192241.89,12,35586.2,227828.09
BRIDGE_SPY_DISCLOSURE,2020-07-29,198473.15,13,55137.88,253611.03
BRIDGE_SPY_DISCLOSURE,2020-07-30,197310.82,13,55141.36,252452.18
BRIDGE_SPY_DISCLOSURE,2020-07-31,198050.81,13,55144.84,253195.65
BRIDGE_SPY_DISCLOSURE,2020-08-03,199820.86,13,55148.32,254969.18
BRIDGE_SPY_DISCLOSURE,2020-08-04,204520.45,13,55151.8,259672.24
BRIDGE_SPY_DISCLOSURE,2020-08-05,206654.65,13,55155.28,261809.93
BRIDGE_SPY_DISCLOSURE,2020-08-06,206924.94,13,55158.76,262083.69
BRIDGE_SPY_DISCLOSURE,2020-08-07,206704.87,13,55162.24,261867.11
BRIDGE_SPY_DISCLOSURE,2020-08-10,208223.96,13,55165.72,263389.67
BRIDGE_SPY_DISCLOSURE,2020-08-11,205237.05,13,55169.2,260406.24
BRIDGE_SPY_DISCLOSURE,2020-08-12,210759.75,13,55172.68,265932.43
BRIDGE_SPY_DISCLOSURE,2020-08-13,209789.29,13,55780.7,265569.99
BRIDGE_SPY_DISCLOSURE,2020-08-14,210028.18,13,55784.22,265812.39
BRIDGE_SPY_DISCLOSURE,2020-08-17,210698.35,13,55787.74,266486.08
BRIDGE_SPY_DISCLOSURE,2020-08-18,211041.72,13,49580.48,260622.2
BRIDGE_SPY_DISCLOSURE,2020-08-19,209538.03,13,49556.98,259095.01
BRIDGE_SPY_DISCLOSURE,2020-08-20,208967.74,13,49560.1,258527.84
BRIDGE_SPY_DISCLOSURE,2020-08-21,208701.23,13,49379.27,258080.49
BRIDGE_SPY_DISCLOSURE,2020-08-24,212189.53,13,49382.38,261571.91
BRIDGE_SPY_DISCLOSURE,2020-08-25,212894.48,13,49385.5,262279.98
BRIDGE_SPY_DISCLOSURE,2020-08-26,214166.68,13,49388.61,263555.3
BRIDGE_SPY_DISCLOSURE,2020-08-27,215110.06,13,49391.73,264501.79
BRIDGE_SPY_DISCLOSURE,2020-08-28,216999.91,13,49394.85,266394.76
BRIDGE_SPY_DISCLOSURE,2020-08-31,215739.43,13,49397.96,265137.39
BRIDGE_SPY_DISCLOSURE,2020-09-01,218032.74,13,50429.03,268461.77
BRIDGE_SPY_DISCLOSURE,2020-09-02,220856.62,13,50432.21,271288.83
BRIDGE_SPY_DISCLOSURE,2020-09-03,212222.98,13,50435.39,262658.38
BRIDGE_SPY_DISCLOSURE,2020-09-04,210215.51,12,28873.53,239089.04
BRIDGE_SPY_DISCLOSURE,2020-09-08,201637.83,13,49437.77,251075.6
BRIDGE_SPY_DISCLOSURE,2020-09-09,206400.33,13,49440.89,255841.22
BRIDGE_SPY_DISCLOSURE,2020-09-10,200976.73,13,49444.01,250420.74
BRIDGE_SPY_DISCLOSURE,2020-09-11,201376.29,13,49447.13,250823.42
BRIDGE_SPY_DISCLOSURE,2020-09-14,204147.72,13,49450.25,253597.98
BRIDGE_SPY_DISCLOSURE,2020-09-15,205248.79,13,49453.37,254702.16
BRIDGE_SPY_DISCLOSURE,2020-09-16,205816.98,13,49456.49,255273.47
BRIDGE_SPY_DISCLOSURE,2020-09-17,203853.88,13,49459.61,253313.5
BRIDGE_SPY_DISCLOSURE,2020-09-18,200334.26,13,49462.73,249796.99
BRIDGE_SPY_DISCLOSURE,2020-09-21,195518.62,13,48999.91,244518.53
BRIDGE_SPY_DISCLOSURE,2020-09-22,197594.83,13,49003.0,246597.83
BRIDGE_SPY_DISCLOSURE,2020-09-23,190940.74,13,49006.09,239946.83
BRIDGE_SPY_DISCLOSURE,2020-09-24,191602.65,13,49009.19,240611.84
BRIDGE_SPY_DISCLOSURE,2020-09-25,194326.08,13,48708.17,243034.25
BRIDGE_SPY_DISCLOSURE,2020-09-28,198833.03,13,48711.24,247544.27
BRIDGE_SPY_DISCLOSURE,2020-09-29,196351.22,13,48714.32,245065.53
BRIDGE_SPY_DISCLOSURE,2020-09-30,197774.93,13,48717.39,246492.33
BRIDGE_SPY_DISCLOSURE,2020-10-01,197605.18,13,48720.46,246325.64
BRIDGE_SPY_DISCLOSURE,2020-10-02,196169.19,13,48723.54,244892.73
BRIDGE_SPY_DISCLOSURE,2020-10-05,201175.75,13,48726.61,249902.36
BRIDGE_SPY_DISCLOSURE,2020-10-06,197381.08,13,48729.69,246110.77
BRIDGE_SPY_DISCLOSURE,2020-10-07,201546.48,13,48732.76,250279.25
BRIDGE_SPY_DISCLOSURE,2020-10-08,205394.73,13,48735.84,254130.57
BRIDGE_SPY_DISCLOSURE,2020-10-09,206756.87,13,48738.91,255495.78
BRIDGE_SPY_DISCLOSURE,2020-10-12,210686.89,13,48741.99,259428.88
BRIDGE_SPY_DISCLOSURE,2020-10-13,208758.21,13,48745.06,257503.27
BRIDGE_SPY_DISCLOSURE,2020-10-14,207476.05,13,48748.14,256224.18
BRIDGE_SPY_DISCLOSURE,2020-10-15,207827.62,13,48002.44,255830.06
BRIDGE_SPY_DISCLOSURE,2020-10-16,206030.09,13,48005.47,254035.56
BRIDGE_SPY_DISCLOSURE,2020-10-19,202207.3,13,48137.2,250344.5
BRIDGE_SPY_DISCLOSURE,2020-10-20,204335.37,13,48140.24,252475.61
BRIDGE_SPY_DISCLOSURE,2020-10-21,203675.94,13,48143.27,251819.22
BRIDGE_SPY_DISCLOSURE,2020-10-22,206144.1,13,48146.31,254290.42
BRIDGE_SPY_DISCLOSURE,2020-10-23,207461.05,13,48149.35,255610.4
BRIDGE_SPY_DISCLOSURE,2020-10-26,201734.26,13,48152.39,249886.64
BRIDGE_SPY_DISCLOSURE,2020-10-27,200591.6,13,48155.43,248747.03
