arm,null,seed,final_equity
ADDS_LEAN_GATE,N2,129,552887.57
ADDS_LEAN_GATE,N2,130,520326.47
ADDS_LEAN_GATE,N2,131,549798.11
ADDS_LEAN_GATE,N2,132,534944.05
ADDS_LEAN_GATE,N2,133,534944.05
ADDS_LEAN_GATE,N2,134,552887.57
ADDS_LEAN_GATE,N2,135,552887.57
ADDS_LEAN_GATE,N2,136,552887.57
ADDS_LEAN_GATE,N2,137,520825.13
ADDS_LEAN_GATE,N2,138,552887.57
ADDS_LEAN_GATE,N2,139,552887.57
ADDS_LEAN_GATE,N2,140,552887.57
ADDS_LEAN_GATE,N2,141,552887.57
ADDS_LEAN_GATE,N2,142,551211.26
ADDS_LEAN_GATE,N2,143,502318.72
ADDS_LEAN_GATE,N2,144,507678.57
ADDS_LEAN_GATE,N2,145,534944.05
ADDS_LEAN_GATE,N2,146,534944.05
ADDS_LEAN_GATE,N2,147,552887.57
ADDS_LEAN_GATE,N2,148,552887.57
ADDS_LEAN_GATE,N2,149,552887.57
ADDS_LEAN_GATE,N2,150,552887.57
ADDS_LEAN_GATE,N2,151,552887.57
ADDS_LEAN_GATE,N2,152,549798.11
ADDS_LEAN_GATE,N2,153,552887.57
ADDS_LEAN_GATE,N2,154,543346.13
ADDS_LEAN_GATE,N2,155,551211.26
ADDS_LEAN_GATE,N2,156,552887.57
ADDS_LEAN_GATE,N2,157,551211.26
ADDS_LEAN_GATE,N2,158,552887.57
ADDS_LEAN_GATE,N2,159,552887.57
ADDS_LEAN_GATE,N2,160,551211.26
ADDS_LEAN_GATE,N2,161,552887.57
ADDS_LEAN_GATE,N2,162,507678.57
ADDS_LEAN_GATE,N2,163,518839.73
ADDS_LEAN_GATE,N2,164,533322.14
ADDS_LEAN_GATE,N2,165,543346.13
ADDS_LEAN_GATE,N2,166,549798.11
ADDS_LEAN_GATE,N2,167,520825.13
ADDS_LEAN_GATE,N2,168,549798.11
ADDS_LEAN_GATE,N2,169,552887.57
ADDS_LEAN_GATE,N2,170,552887.57
ADDS_LEAN_GATE,N2,171,552887.57
ADDS_LEAN_GATE,N2,172,534944.05
ADDS_LEAN_GATE,N2,173,552887.57
ADDS_LEAN_GATE,N2,174,552887.57
ADDS_LEAN_GATE,N2,175,552887.57
ADDS_LEAN_GATE,N2,176,552887.57
ADDS_LEAN_GATE,N2,177,520825.13
ADDS_LEAN_GATE,N2,178,552887.57
ADDS_LEAN_GATE,N2,179,534944.05
ADDS_LEAN_GATE,N2,180,552887.57
ADDS_LEAN_GATE,N2,181,543346.13
ADDS_LEAN_GATE,N2,182,552887.57
ADDS_LEAN_GATE,N2,183,520825.13
ADDS_LEAN_GATE,N2,184,534944.05
ADDS_LEAN_GATE,N2,185,507678.57
ADDS_LEAN_GATE,N2,186,534944.05
ADDS_LEAN_GATE,N2,187,552887.57
ADDS_LEAN_GATE,N2,188,552887.57
ADDS_LEAN_GATE,N2,189,502318.72
ADDS_LEAN_GATE,N2,190,552887.57
ADDS_LEAN_GATE,N2,191,507678.57
ADDS_LEAN_GATE,N2,192,543346.13
ADDS_LEAN_GATE,N2,193,552887.57
ADDS_LEAN_GATE,N2,194,507678.57
ADDS_LEAN_GATE,N2,195,533322.14
ADDS_LEAN_GATE,N2,196,507678.57
ADDS_LEAN_GATE,N2,197,552887.57
ADDS_LEAN_GATE,N2,198,552887.57
ADDS_LEAN_GATE,N2,199,551211.26
