run,ticker,entry_date,entry_px,shares,exit_date,exit_px,reason,last_date
SCORE_RS_N20,PEP,2020-06-10,133.28,48.772,2020-10-15,141.16,rollback,2020-10-14
SCORE_RS_N20,DLTR,2020-06-26,93.48,65.1872,2020-10-15,94.5645,rollback,2020-10-14
SCORE_RS_N20,GE,2020-08-12,34.2408,193.7705,2020-10-20,36.6336,rollback,2020-10-19
SCORE_RS_N20,SCHW,2020-08-12,35.5,186.902,2020-11-05,40.8,rollback,2020-11-04
SCORE_RS_N20,TIF,2020-05-07,128.15,40.2029,2020-11-11,131.29,rollback,2020-11-10
SCORE_RS_N20,MCHP,2020-07-06,53.37,117.2838,2020-11-11,61.87,rollback,2020-11-10
SCORE_RS_N20,BKR,2020-07-22,15.98,395.5253,2020-11-13,17.51,rollback,2020-11-12
SCORE_RS_N20,VLO,2020-08-18,55.25,118.8311,2020-11-13,47.86,rollback,2020-11-12
SCORE_RS_N20,LYV,2020-10-21,55.07,118.0991,2020-11-13,62.83,rollback,2020-11-12
SCORE_RS_N20,SYY,2020-06-24,56.69,107.6185,2020-11-19,71.34,rollback,2020-11-18
SCORE_RS_N20,C,2020-07-13,53.33,117.8002,2020-11-19,51.6,rollback,2020-11-18
SCORE_RS_N20,KMI,2020-11-11,13.07,542.0929,2020-11-19,13.7,rollback,2020-11-18
SCORE_RS_N20,GS,2020-06-26,199.0,30.6201,2020-11-20,223.0,rollback,2020-11-19
SCORE_RS_N20,FLIR,2020-06-01,46.32,117.921,2020-11-27,39.78,rollback,2020-11-25
SCORE_RS_N20,URI,2020-07-14,151.16,40.6351,2020-11-27,230.19,rollback,2020-11-25
SCORE_RS_N20,LYB,2020-11-16,78.85,91.1063,2020-11-27,87.9,rollback,2020-11-25
SCORE_RS_N20,ALK,2020-10-15,38.02,169.4506,2020-11-30,52.0,rollback,2020-11-27
SCORE_RS_N20,AAL,2020-11-16,12.87,558.1902,2020-11-30,14.92,rollback,2020-11-27
SCORE_RS_N20,CXO,2020-10-15,47.45,135.7781,2020-12-01,59.44,rollback,2020-11-30
SCORE_RS_N20,ETSY,2020-11-20,136.52,53.1135,2020-12-02,151.375,rollback,2020-12-01
SCORE_RS_N20,CSCO,2020-06-29,46.34,129.9216,2020-12-09,44.47,rollback,2020-12-08
SCORE_RS_N20,NFLX,2020-11-30,49.008,154.0556,2020-12-09,51.053,rollback,2020-12-08
SCORE_RS_N20,WDC,2020-11-16,42.64,168.4823,2020-12-10,49.985,rollback,2020-12-09
SCORE_RS_N20,EXPD,2020-11-19,89.99,79.8973,2020-12-22,94.51,rollback,2020-12-21
SCORE_RS_N20,NEE,2020-11-27,76.05,99.4952,2021-01-12,79.65,rollback,2021-01-11
SCORE_RS_N20,GILD,2020-06-25,75.8,79.654,2021-01-14,61.64,rollback,2021-01-13
SCORE_RS_N20,INCY,2020-12-01,84.46,89.3834,2021-01-14,93.4,rollback,2021-01-13
SCORE_RS_N20,MLM,2020-12-02,273.46,27.464,2021-01-14,307.09,rollback,2021-01-13
SCORE_RS_N20,ZION,2020-12-22,42.51,180.2872,2021-01-14,50.51,rollback,2021-01-13
SCORE_RS_N20,AES,2020-12-09,21.18,362.2367,2021-01-22,27.14,rollback,2021-01-21
SCORE_RS_N20,AAPL,2021-01-14,130.8,61.9892,2021-01-29,135.83,rollback,2021-01-28
SCORE_RS_N20,DXCM,2020-06-11,94.5,62.8882,2021-02-09,101.4375,rollback,2021-02-08
SCORE_RS_N20,HFC,2021-01-12,26.11,307.7427,2021-03-01,38.72,rollback,2021-02-26
SCORE_RS_N20,TWTR,2021-01-29,51.02,155.8095,2021-03-03,74.01,rollback,2021-03-02
SCORE_RS_N20,FB,2020-11-30,276.03,27.3526,2021-03-19,281.22,rollback,2021-03-18
SCORE_RS_N20,LOW,2020-12-10,159.49,47.2825,2021-03-24,181.12,rollback,2021-03-23
SCORE_RS_N20,SWK,2020-07-01,139.42,44.0716,2021-03-30,199.58,rollback,2021-03-29
SCORE_RS_N20,WHR,2020-11-19,192.08,37.433,2021-03-30,215.54,rollback,2021-03-29
SCORE_RS_N20,ROK,2020-11-19,245.5,29.2863,2021-03-30,269.74,rollback,2021-03-29
SCORE_RS_N20,ADBE,2020-11-27,476.9,15.8658,2021-03-31,469.7,rollback,2021-03-30
SCORE_RS_N20,ZTS,2021-01-22,164.65,49.4119,2021-03-31,157.53,rollback,2021-03-30
SCORE_RS_N20,LHX,2021-01-14,188.5,43.0132,2021-04-01,202.83,rollback,2021-03-31
SCORE_RS_N20,CL,2021-03-19,76.1,118.6319,2021-04-05,78.73,rollback,2021-04-01
SCORE_RS_N20,ISRG,2021-01-14,271.43,29.8706,2021-04-08,255.3167,rollback,2021-04-07
SCORE_RS_N20,GM,2021-03-03,54.5,160.5907,2021-04-08,60.36,rollback,2021-04-07
SCORE_RS_N20,BLL,2021-03-30,84.76,106.5987,2021-04-08,86.78,rollback,2021-04-07
SCORE_RS_N20,NFLX,2021-03-24,53.378,168.0423,2021-04-13,55.7,rollback,2021-04-12
SCORE_RS_N20,AMZN,2020-11-27,160.563,47.1267,2021-04-20,168.68,rollback,2021-04-19
SCORE_RS_N20,TPR,2021-04-08,43.09,213.2518,2021-04-20,44.83,rollback,2021-04-19
SCORE_RS_N20,PEAK,2020-05-26,26.0,215.2081,2021-04-23,34.15,rollback,2021-04-22
SCORE_RS_N20,FITB,2020-10-05,21.99,288.36,2021-05-03,40.99,rollback,2021-04-30
SCORE_RS_N20,APA,2021-02-09,17.65,477.0405,2021-05-03,20.29,rollback,2021-04-30
SCORE_RS_N20,JNJ,2021-04-20,161.0,57.5192,2021-05-06,166.79,rollback,2021-05-05
SCORE_RS_N20,VZ,2021-05-03,58.23,164.6016,2021-05-10,59.08,rollback,2021-05-07
SCORE_RS_N20,ABBV,2021-03-30,106.86,84.5549,2021-05-12,114.85,rollback,2021-05-11
SCORE_RS_N20,JPM,2021-04-08,154.0,59.6675,2021-05-12,159.61,rollback,2021-05-11
SCORE_RS_N20,ATVI,2021-05-12,94.28,99.6453,2021-05-24,95.93,rollback,2021-05-21
SCORE_RS_N20,SPG,2021-03-31,114.61,79.4359,2021-06-04,134.65,rollback,2021-06-03
SCORE_RS_N20,CCL,2021-05-03,28.02,342.0768,2021-06-04,30.92,rollback,2021-06-03
SCORE_RS_N20,ADI,2021-05-10,156.83,61.2246,2021-06-04,162.39,rollback,2021-06-03
SCORE_RS_N20,BA,2021-05-24,235.14,40.4877,2021-06-04,251.51,rollback,2021-06-03
SCORE_RS_N20,ILMN,2021-04-20,401.83,23.0466,2021-06-17,443.79,rollback,2021-06-16
SCORE_RS_N20,NRG,2021-06-04,34.23,283.958,2021-06-21,37.1,rollback,2021-06-18
SCORE_RS_N20,ZTS,2021-05-14,171.71,54.1931,2021-06-25,185.5,rollback,2021-06-24
SCORE_RS_N20,LB,2020-11-11,34.24,206.9211,2021-06-29,71.41,rollback,2021-06-28
SCORE_RS_N20,DRI,2021-04-23,144.98,57.9964,2021-06-29,142.72,rollback,2021-06-28
SCORE_RS_N20,PAYC,2020-11-05,393.87,16.4613,2021-07-01,362.13,rollback,2021-06-30
SCORE_RS_N20,ENPH,2021-04-01,169.1178,53.9978,2021-07-08,173.15,rollback,2021-07-07
SCORE_RS_N20,HAS,2021-03-01,94.14,93.0935,2021-07-14,97.65,rollback,2021-07-13
SCORE_RS_N20,ES,2021-06-29,81.05,121.2161,2021-07-22,83.99,rollback,2021-07-21
SCORE_RS_N20,FLT,2021-04-08,281.93,32.5916,2021-08-10,261.41,rollback,2021-08-09
SCORE_RS_N20,TFC,2020-07-17,37.15,170.3976,2021-08-16,57.0,rollback,2021-08-13
SCORE_RS_N20,UNP,2021-06-04,226.51,42.9104,2021-08-17,226.75,rollback,2021-08-16
SCORE_RS_N20,CTVA,2021-06-04,46.2,210.3713,2021-08-17,45.0,rollback,2021-08-16
SCORE_RS_N20,PFG,2021-06-04,65.75,147.8235,2021-08-18,65.89,rollback,2021-08-17
SCORE_RS_N20,SCHW,2021-06-17,74.14,131.0958,2021-08-18,72.25,rollback,2021-08-17
SCORE_RS_N20,TRV,2020-12-09,134.9,56.8716,2021-08-27,160.16,rollback,2021-08-26
SCORE_RS_N20,LOW,2021-08-17,187.43,49.8693,2021-09-01,204.55,rollback,2021-08-31
SCORE_RS_N20,EA,2021-08-18,140.94,66.2483,2021-09-03,144.96,rollback,2021-09-02
SCORE_RS_N20,EQIX,2021-08-17,820.0,11.3985,2021-09-10,845.67,rollback,2021-09-09
SCORE_RS_N20,AMZN,2021-08-27,166.6615,56.3812,2021-09-10,175.0915,rollback,2021-09-09
SCORE_RS_N20,CPB,2021-05-06,49.26,192.321,2021-09-17,43.4,rollback,2021-09-16
SCORE_RS_N20,UNM,2021-04-13,28.34,327.4849,2021-09-20,23.87,index_drop,2021-09-17
SCORE_RS_N20,NOV,2021-09-03,13.26,720.4364,2021-09-20,12.91,index_drop,2021-09-17
SCORE_RS_N20,UAL,2021-09-10,46.82,200.2227,2021-09-29,48.8808,rollback,2021-09-28
SCORE_RS_N20,AAL,2021-09-10,20.28,462.2383,2021-09-29,21.51,rollback,2021-09-28
SCORE_RS_N20,ALK,2021-03-31,70.02,130.0189,2021-09-30,60.18,rollback,2021-09-29
SCORE_RS_N20,VLO,2021-06-25,81.89,120.0311,2021-09-30,70.33,rollback,2021-09-29
SCORE_RS_N20,CCL,2021-09-20,23.18,395.5245,2021-09-30,25.44,rollback,2021-09-29
SCORE_RS_N20,FANG,2021-04-05,80.9041,114.118,2021-10-19,109.7638,rollback,2021-10-18
SCORE_RS_N20,CMI,2021-09-30,231.3,40.8468,2021-10-19,239.09,rollback,2021-10-18
SCORE_RS_N20,CTSH,2021-09-17,76.35,122.7981,2021-10-25,79.15,rollback,2021-10-22
SCORE_RS_N20,WFC,2021-09-20,45.03,203.6084,2021-10-27,50.26,rollback,2021-10-26
SCORE_RS_N20,REG,2021-01-14,47.115,172.098,2021-11-05,75.24,rollback,2021-11-04
SCORE_RS_N20,HBI,2021-09-29,19.02,498.7472,2021-11-05,17.99,rollback,2021-11-04
SCORE_RS_N20,DLR,2021-10-19,147.57,63.8655,2021-11-05,156.81,rollback,2021-11-04
SCORE_RS_N20,GPS,2021-03-31,30.18,301.6692,2021-11-09,24.59,rollback,2021-11-08
SCORE_RS_N20,MDLZ,2021-08-16,63.5,148.1775,2021-11-09,61.88,rollback,2021-11-08
SCORE_RS_N20,CL,2021-09-30,77.12,122.5148,2021-11-09,77.87,rollback,2021-11-08
SCORE_RS_N20,HWM,2021-11-05,31.9,297.9087,2021-11-11,32.29,rollback,2021-11-10
SCORE_RS_N20,CAH,2021-10-25,49.73,190.0403,2021-11-16,50.5,rollback,2021-11-15
SCORE_RS_N20,CARR,2021-11-09,53.57,177.621,2021-11-16,55.52,rollback,2021-11-15
SCORE_RS_N20,AMAT,2021-10-19,133.33,70.6882,2021-11-22,151.0,rollback,2021-11-19
SCORE_RS_N20,XEL,2021-11-16,64.35,148.3237,2021-11-24,65.88,rollback,2021-11-23
SCORE_RS_N20,INCY,2021-06-21,84.42,112.1262,2021-12-01,68.0,rollback,2021-11-30
SCORE_RS_N20,WU,2021-07-14,23.56,406.3852,2021-12-08,17.34,rollback,2021-12-07
SCORE_RS_N20,INTC,2021-06-29,57.55,170.7178,2021-12-09,51.3,rollback,2021-12-08
SCORE_RS_N20,D,2021-11-16,75.95,125.6731,2021-12-13,75.86,rollback,2021-12-10
SCORE_RS_N20,ORLY,2021-11-05,42.4667,223.7933,2021-12-14,44.822,rollback,2021-12-13
SCORE_RS_N20,CPB,2021-11-09,40.98,232.2018,2021-12-22,42.22,rollback,2021-12-21
SCORE_RS_N20,TMUS,2021-12-13,114.32,79.3551,2021-12-28,119.0,rollback,2021-12-27
SCORE_RS_N20,VZ,2021-07-08,55.75,168.9527,2021-12-30,52.38,rollback,2021-12-29
SCORE_RS_N20,NLOK,2021-11-09,25.98,366.2584,2021-12-31,26.19,rollback,2021-12-30
SCORE_RS_N20,NTAP,2021-12-02,89.21,98.6187,2021-12-31,91.79,rollback,2021-12-30
SCORE_RS_N20,ADM,2021-12-14,64.66,139.5645,2021-12-31,66.7,rollback,2021-12-30
SCORE_RS_N20,EA,2021-09-30,139.31,67.8241,2022-01-03,131.93,rollback,2021-12-31
SCORE_RS_N20,ROL,2021-08-18,37.89,246.4187,2022-01-04,33.4,rollback,2022-01-03
SCORE_RS_N20,BMY,2021-10-27,58.35,161.6347,2022-01-04,61.5,rollback,2022-01-03
SCORE_RS_N20,SO,2021-11-22,62.59,147.9007,2022-01-05,67.65,rollback,2022-01-04
SCORE_RS_N20,APTV,2021-12-30,164.33,56.4573,2022-01-06,168.88,rollback,2022-01-05
SCORE_RS_N20,OXY,2022-01-04,31.61,298.3184,2022-01-06,33.23,rollback,2022-01-05
SCORE_RS_N20,NUE,2022-01-05,118.38,80.8867,2022-01-07,117.5,rollback,2022-01-06
SCORE_RS_N20,CINF,2022-01-07,116.65,81.4225,2022-01-11,119.0,rollback,2022-01-10
SCORE_RS_N20,DISCA,2021-07-01,30.73,319.1226,2022-01-12,28.5,rollback,2022-01-11
SCORE_RS_N20,IP,2021-08-10,58.68,160.537,2022-01-12,48.55,rollback,2022-01-11
SCORE_RS_N20,DISCK,2021-09-01,27.75,344.2368,2022-01-13,28.05,rollback,2022-01-12
SCORE_RS_N20,BAC,2021-11-24,47.42,195.1765,2022-01-18,47.85,rollback,2022-01-14
SCORE_RS_N20,MDT,2021-11-11,122.39,77.8928,2022-01-19,107.39,rollback,2022-01-18
SCORE_RS_N20,DISH,2021-07-22,41.49,226.3829,2022-01-20,33.95,rollback,2022-01-19
SCORE_RS_N20,FANG,2021-12-08,116.1,78.869,2022-01-21,119.22,rollback,2022-01-20
SCORE_RS_N20,T,2021-09-30,27.48,343.8175,2022-01-24,26.19,rollback,2022-01-21
SCORE_RS_N20,EA,2022-01-19,135.52,69.4997,2022-01-25,133.57,rollback,2022-01-24
SCORE_RS_N20,LVS,2022-01-12,39.25,245.9236,2022-01-28,42.33,rollback,2022-01-27
SCORE_RS_N20,BLL,2022-01-20,91.69,101.5494,2022-01-31,93.98,rollback,2022-01-28
SCORE_RS_N20,GPS,2022-01-26,17.88,502.0189,2022-02-02,18.46,index_drop,2022-02-01
SCORE_RS_N20,NOW,2022-01-31,113.454,77.5734,2022-02-03,113.642,rollback,2022-02-02
SCORE_RS_N20,ATVI,2022-01-18,86.765,109.8595,2022-02-04,78.45,rollback,2022-02-03
SCORE_RS_N20,CF,2022-01-26,71.38,125.7477,2022-02-08,72.43,rollback,2022-02-07
SCORE_RS_N20,CAH,2022-01-28,52.28,165.7099,2022-02-10,53.65,rollback,2022-02-09
SCORE_RS_N20,NCLH,2022-01-10,22.44,429.9359,2022-02-11,22.57,rollback,2022-02-10
SCORE_RS_N20,PENN,2021-12-22,50.0,182.3552,2022-02-14,48.72,rollback,2022-02-11
SCORE_RS_N20,TPR,2022-01-07,41.18,230.6501,2022-02-14,39.44,rollback,2022-02-11
SCORE_RS_N20,ENPH,2022-02-02,144.9,62.801,2022-02-14,145.83,rollback,2022-02-11
SCORE_RS_N20,CCL,2022-02-08,21.72,411.9723,2022-02-14,22.0,rollback,2022-02-11
SCORE_RS_N20,VIAC,2021-12-31,31.1456,297.9657,2022-02-16,29.58,delisted,2022-02-16
SCORE_RS_N20,GNRC,2022-02-10,288.0,31.8927,2022-02-18,304.15,rollback,2022-02-17
SCORE_RS_N20,BBY,2021-12-31,101.37,91.5444,2022-03-08,103.94,rollback,2022-03-07
SCORE_RS_N20,MO,2022-02-14,50.37,178.9045,2022-03-08,52.9,rollback,2022-03-07
SCORE_RS_N20,CTRA,2021-12-09,20.43,444.7506,2022-03-09,25.65,rollback,2022-03-08
SCORE_RS_N20,WEC,2022-01-21,97.67,92.088,2022-03-10,92.15,rollback,2022-03-09
SCORE_RS_N20,HRL,2022-02-14,48.04,187.5769,2022-03-10,50.12,rollback,2022-03-09
SCORE_RS_N20,SLB,2022-03-08,43.05,201.8731,2022-03-10,43.1,rollback,2022-03-09
SCORE_RS_N20,KMI,2022-02-14,17.51,514.6057,2022-03-14,17.9,rollback,2022-03-11
SCORE_RS_N20,TER,2022-01-13,165.61,58.3026,2022-03-22,121.37,rollback,2022-03-21
SCORE_RS_N20,AVGO,2022-03-10,58.556,147.2688,2022-03-22,60.172,rollback,2022-03-21
SCORE_RS_N20,PYPL,2022-01-04,196.0,48.1102,2022-03-24,115.82,rollback,2022-03-23
SCORE_RS_N20,MOH,2022-03-10,308.78,27.9282,2022-03-24,332.92,rollback,2022-03-23
SCORE_RS_N20,FANG,2022-03-22,139.33,65.1965,2022-03-25,141.92,rollback,2022-03-24
SCORE_RS_N20,MLM,2022-02-11,382.29,24.1006,2022-03-31,387.98,rollback,2022-03-30
SCORE_RS_N20,GPN,2022-02-14,146.72,61.4161,2022-03-31,136.79,rollback,2022-03-30
SCORE_RS_N20,LYV,2022-03-22,114.88,79.0704,2022-03-31,118.12,rollback,2022-03-30
SCORE_RS_N20,EBAY,2021-11-05,76.65,123.986,2022-04-01,57.87,rollback,2022-03-31
SCORE_RS_N20,TWTR,2021-12-31,44.34,209.2938,2022-04-01,39.16,rollback,2022-03-31
SCORE_RS_N20,PG,2022-02-18,159.5,55.2923,2022-04-01,153.52,rollback,2022-03-31
SCORE_RS_N20,PM,2022-03-31,93.78,97.8491,2022-04-05,95.41,rollback,2022-04-04
SCORE_RS_N20,WELL,2022-02-17,83.2,106.9104,2022-04-06,95.5,rollback,2022-04-05
SCORE_RS_N20,TMUS,2022-03-14,124.37,68.9022,2022-04-06,131.53,rollback,2022-04-05
SCORE_RS_N20,KHC,2022-03-25,38.67,236.2557,2022-04-06,39.59,rollback,2022-04-05
SCORE_RS_N20,DISCK,2022-02-03,27.1,327.7403,2022-04-08,24.42,delisted,2022-04-08
SCORE_RS_N20,DISCA,2022-02-04,29.02,304.3586,2022-04-08,24.43,delisted,2022-04-08
SCORE_RS_N20,VLO,2022-03-09,87.5,99.6659,2022-04-12,102.6,rollback,2022-04-11
SCORE_RS_N20,VRSK,2022-03-10,184.535,46.7331,2022-04-12,216.95,rollback,2022-04-11
SCORE_RS_N20,ZTS,2022-04-04,191.14,47.7575,2022-04-12,192.11,rollback,2022-04-11
SCORE_RS_N20,MKC,2022-04-01,100.01,91.4516,2022-04-14,102.14,rollback,2022-04-13
SCORE_RS_N20,HSIC,2022-04-07,88.42,101.087,2022-04-18,91.06,rollback,2022-04-14
SCORE_RS_N20,NRG,2022-04-07,39.2,228.0244,2022-04-22,39.45,rollback,2022-04-21
SCORE_RS_N20,TSN,2022-03-31,88.45,103.7429,2022-04-25,94.68,rollback,2022-04-22
SCORE_RS_N20,TJX,2022-04-11,61.98,144.1756,2022-04-25,62.29,rollback,2022-04-22
SCORE_RS_N20,TAP,2022-04-12,52.88,168.6819,2022-04-25,53.75,rollback,2022-04-22
SCORE_RS_N20,DRI,2022-04-13,130.74,67.8063,2022-04-25,133.05,rollback,2022-04-22
